"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","91328","Book Thailand tour successfully","chromium","Tue Jun 24 19:23:44 GMT+07:00 2025","passed","Tue Jun 24 19:25:15 GMT+07:00 2025","Book a tour","","",""
